,index,x,D0,sig_x,sig_y,sig_z,D0U/Q,coef_y,expon_y,coef_z,expon_z,iwind,istab,wind,stab,how
127,10,10000.0,0.0093281230698976,794.3550346015521,1519.138436905955,1183.5090765117484,1.7704398732292645e-07,0.4555053531572282,0.8807759667689462,0.0562317278664885,1.0807975411008826,2,3,2.3,D,fit
128,11,31622.776601683792,0.0009597698,2315.872535920197,4187.794244416936,4107.431822499849,1.8505227479531208e-08,0.7840739129413172,0.8283618513497301,3.852218165866587,0.6728576641311926,2,3,2.3,D,fit
129,12,100000.0,0.00017255562,6751.723560636403,10868.416205673047,8912.492872880883,3.2861294715647602e-09,,,,,2,3,2.3,D,fit
130,0,1.0,769993.5399999999,0.1522,1.2318126996383296,0.0111044948115103,23.27054981730963,1.2318126996383296,0.6611346762059932,0.0111044948115103,1.0885677824550797,2,4,2.3,E,fit
131,1,3.1622776601683795,164831.35751167536,0.443725770736577,2.63701144886324,0.0388850531355084,3.1042408896841995,0.8252758781107109,1.0090257279581634,0.0106030835577239,1.1287010257225008,2,4,2.3,E,fit
132,2,10.0,12077.291646776132,1.2936436242823213,8.426066441388153,0.1426044932230911,0.2649061484710147,1.2509913615841306,0.8283705685227868,0.0030502818975167,1.6697932322661762,2,4,2.3,E,fit
133,3,31.6227766016838,676.27116,3.771504692793245,21.86805530540113,0.9750565986996252,0.0149282925717049,1.8194017724175875,0.719921033412703,0.0026897162421697,1.706215573479977,2,4,2.3,E,fit
134,4,100.0,54.23129891660514,10.995491633681334,50.09226625063043,6.95244580976943,0.000913990821655,2.62061174042727,0.6406839989683746,1.174888841297947,0.3860704167205714,2,4,2.3,E,fit
135,5,316.227766016838,13.896450729234116,32.05639290264675,104.74002657684566,10.843583319723834,0.0002802622644659,2.918035898961576,0.6220088197166874,0.3541690441415887,0.5943848885935494,2,4,2.3,E,fit
136,6,1000.0,3.468870609943397,93.45760609567321,214.3468421212501,21.496376755359023,6.908245655080873e-05,1.934911315306491,0.6814853417524146,0.4555559393387518,0.557941183994689,2,4,2.3,E,fit
